0,754238
0,755971
0,827328
0,757489
0,796497
0,764564
0,747156
0,830691
0,763865
0,741975
0,761108
0,830478
0,75421
0,752962
0,791992
0,843381
0,769752
0,766937
0,762825
0,796126
0,779488
0,781187
0,764427
0,75871
0,759626
0,796303
0,769965
0,879734
0,755701
0,779557
0,797836
0,768994
0,764077
0,740172
0,785684
0,764297
0,753352
0,808559
0,758937
0,829337
0,750057
0,761078
0,747108
0,757162
0,757618
0,837824
0,76591
0,773829
0,745443
0,767242
0,863388
0,792413
0,766547
0,752339
0,754586
0,763287
0,754694
0,771304
0,771182
0,757908
0,763852
0,761044
0,789277
0,767631
0,791624
0,767139
0,771818
0,809546
0,788315
0,845056
0,768094
0,767403
0,759435
0,801442
0,770045
0,765174
0,811707
0,866185
0,811542
0,774646
0,778175
0,788133
0,822088
0,885249
0,886872
0,812033
0,813355
0,796165
0,765714
0,74116
0,783335
0,843626
0,762718
0,762831
0,763741
0,748135
0,746799
0,742548
0,78326
0,781665
0,760268
0,773819
0,763889
0,738401
0,746434
0,761258
0,763733
0,744724
0,762912
0,830715
0,743909
0,755684
0,746782
0,815533
0,827302
0,759726
0,827172
0,759708
0,80273
0,741617
0,834471
0,773533
0,765998
0,754777
0,772717
0,75724
0,768157
0,747712
0,74033
0,757282
0,804935
0,763602
0,769552
0,737602
0,814793
0,75493
0,816223
0,78733
0,796666
0,742933
0,789476
0,736966
0,74654
0,775738
0,809344
0,74626
0,807819
0,781541
0,756881
0,737249
0,742065
0,762871
0,769402
0,749312
0,753591
0,748959
0,764804
0,795792
0,754856
0,751961
0,839639
0,765248
0,750825
0,749289
0,87415
0,794092
0,757492
0,784389
0,751902
0,759766
0,760514
0,745071
0,763748
0,758504
0,758622
0,762554
0,810685
0,766663
0,757646
0,830539
0,756854
0,749321
0,758887
0,733507
0,740564
0,763834
0,745644
0,794324
0,792351
0,754098
0,740653
0,736319
0,761608
0,761819
0,858583
0,765896
0,779335
0,755852
0,761977
0,846186
0,807614
0,762099
0,741812
0,75932
0,769577
0,77413
0,747623
0,79141
0,758183
0,803491
0,75378
0,765306
0,738428
0,747949
0,753089
0,75271
0,761614
0,74981
0,751866
0,744925
0,740169
0,752175
0,748035
0,780122
0,751373
0,775486
0,767663
0,754916
0,749052
0,748799
0,766525
0,741903
0,747474
0,754207
0,770904
0,786146
0,754236
0,747544
0,747327
0,77589
0,773444
0,768735
0,770701
0,759666
0,757211
0,755974
0,779476
0,803321
0,810466
0,768313
0,746841
0,759913
0,813551
0,743622
0,743076
0,777057
0,752684
0,777816
0,740662
0,778329
0,753048
0,756147
0,769719
0,762025
0,81434
0,749961
0,787877
0,775538
0,75393
0,772123
0,756033
0,754123
0,764868
0,76774
0,749512
0,75144
0,742395
0,762274
0,754872
0,747342
0,754047
0,751256
0,775535
0,765084
0,735434
0,81418
0,854647
0,758026
0,804536
0,75824
0,748655
0,758095
0,762815
0,764872
0,780905
0,755378
0,747146
0,774725
0,77838
0,774464
0,765023
0,822417
0,779806
0,765177
0,807915
0,758555
0,752535
0,759457
0,755344
0,778179
0,768738
0,757476
0,745392
0,756654
0,763106
0,751242
0,755144
0,75507
0,755176
0,781814
0,780897
0,790929
0,761281
0,767752
0,793874
0,74282
0,824377
0,780532
0,763754
0,761941
0,800121
0,772398
0,75563
0,753909
0,799794
0,752622
0,750976
0,763353
0,754235
0,784724
0,800532
0,793896
0,8007
0,761506
0,756772
0,791024
0,751728
0,789865
0,74939
0,756365
0,755236
0,794034
0,761171
0,760172
0,749519
0,74554
0,765343
0,75302
0,749702
0,748396
0,759412
0,762654
0,749277
0,803581
0,750673
0,799859
0,755709
0,802631
0,75202
0,758415
0,800474
0,751509
0,745585
0,745973
0,76826
0,776383
0,790861
0,748526
0,777521
0,765842
0,80768
0,744936
0,7456
0,762695
0,737385
0,760655
0,803676
0,75234
0,764882
0,754966
0,745024
0,755923
0,764066
0,778343
0,768371
0,767687
0,743302
0,765405
0,751502
0,812189
0,755103
0,75452
0,762518
0,741964
0,765761
0,746489
0,750563
0,75232
0,753994
0,764227
0,792118
0,786113
0,761279
0,759495
0,75141
0,779428
0,738871
0,777768
0,824091
0,758501
0,768902
0,756908
0,750494
0,749932
0,802993
0,762135
0,809424
0,793318
0,832702
0,750052
0,774793
0,742586
0,771324
0,770146
0,813679
0,801242
0,788774
0,770572
0,7693
0,755801
0,765191
0,755483
0,748057
0,752
0,750097
0,7492
0,764392
0,751923
0,740899
0,778756
0,745686
0,749192
0,823955
0,796695
0,765408
0,75297
0,850627
0,798385
0,769585
0,755011
0,759138
0,785756
0,756637
0,813241
0,742879
0,760406
0,752567
0,763556
0,746088
0,781688
0,78103
0,79147
0,742467
0,749913
0,763787
0,746217
0,739741
0,760706
0,749017
0,740725
0,757725
0,756865
0,748975
0,746479
0,754781
0,777386
0,793803
0,756346
0,768152
0,774983
0,803506
0,755759
0,749234
0,75743
0,76186
0,763354
0,748675
0,790525
0,774924
0,741526
